Minisector,LEC,NOR,Fastest
0,265.1446063542857,255.99750432000002,LEC
1,135.792294853815,129.2842454432168,LEC
2,196.8109128392425,197.06962623558897,NOR
3,244.86854475174604,247.19641813679655,NOR
4,261.1557843326984,256.5984772854701,LEC
5,175.82918255427379,172.97829843682538,LEC
6,144.72831159394383,140.32955724391428,LEC
7,184.69678121757207,173.3082674575084,LEC
8,102.52935221192881,98.16889323391102,LEC
9,71.840992597862,69.32462487296606,LEC
10,95.35363880280453,88.80994227170974,LEC
11,180.82958305385282,171.81909369825107,LEC
12,243.53101866384878,243.19778754461538,LEC
13,268.50464282340135,268.6125114240736,NOR
14,280.34806438857146,276.22798302666666,LEC
15,108.9729912325069,111.0833332838906,NOR
16,142.0739126561616,139.66180120170148,LEC
17,185.42739074192687,187.74842099580772,NOR
18,199.8912377942246,198.6872131536779,LEC
19,217.46661999819915,214.9798427633919,LEC
20,135.45077351798707,133.8070035089735,LEC
21,114.08272814224284,108.66125564053195,LEC
22,99.83443231158633,90.67608535763729,LEC
23,203.64434139495555,194.19934726636413,LEC
24,249.09088552133582,250.48405691803583,NOR
25,261.8545454545454,,LEC
