Minisector,RUS,OCO,Fastest
0,251.31156693565808,252.47135345020266,OCO
1,218.2837950171051,211.48047043291965,RUS
2,203.64632802930674,199.88015072644052,RUS
3,260.1322436695162,262.39446654729244,OCO
4,272.36417376693595,277.64689532681905,OCO
5,291.5868900840671,292.75722246252246,OCO
6,151.09215821925645,158.97439206960803,OCO
7,175.74085309739124,171.23972953488746,RUS
8,269.38664577386743,268.5678391897143,RUS
9,298.70094245300214,297.5327823296541,RUS
10,309.73245517493564,308.7201096844071,RUS
11,312.9662168503486,308.99951049297744,RUS
12,111.59443699429598,117.81531206619397,OCO
13,187.00857438994305,180.4780307534632,RUS
14,270.64926727392424,268.99114159512743,RUS
15,296.1614656620094,294.6938823364812,RUS
16,300.76283031816575,298.81025067226574,RUS
17,183.24096546115985,191.78320431324929,OCO
18,211.84832102246585,214.23433585353766,OCO
19,263.8664231106347,267.8506338849035,OCO
20,153.8188721010518,161.0612036717644,OCO
21,138.72211358804574,138.11190470492565,RUS
22,210.83786038620667,205.12099103567638,RUS
23,227.73044330012763,241.22064936319177,OCO
24,161.22089429416553,148.3854576021761,RUS
25,222.5,223.35714285714286,OCO
