Minisector,PER,VET,Fastest
0,245.45064112598638,248.110305069899,VET
1,125.08936476283004,118.50627908399474,PER
2,196.2460212063492,199.54434523508772,VET
3,243.01532807697834,247.76632205071414,VET
4,258.67122783818047,248.00692417641025,PER
5,175.3561388639599,166.3582233153016,PER
6,141.4893732848023,133.04714935124227,PER
7,187.41828692938273,175.84100090133333,PER
8,98.55535305630806,98.25372272874233,PER
9,75.07123701759396,70.61357591945587,PER
10,94.81124625656565,97.82215586306306,VET
11,185.6756509189418,192.0770733784632,VET
12,244.2155157350649,248.49275156994707,VET
13,265.2434815691274,271.24230147468313,VET
14,270.0948564356343,262.75618362319875,PER
15,105.97164087024028,106.61184382632193,VET
16,151.10019801553034,158.81340943652663,VET
17,183.11160722577927,173.807448757191,PER
18,200.17373136181013,193.57015416815648,PER
19,210.40441226459544,201.27457192296296,PER
20,135.6770896843521,125.79995414387886,PER
21,105.96115844961065,107.55227348524816,VET
22,100.78566862710903,95.90252118868511,PER
23,200.6548791720635,202.0326265567137,VET
24,248.27209111362694,255.74719073394928,VET
25,261.7454557090909,,PER
