Minisector,HAM,VER,Fastest
0,256.3728783930213,257.2776815827823,VER
1,137.44394682763715,130.67786402626146,HAM
2,263.24502434432566,266.73957133377115,VER
3,301.92333328,307.96513307824324,VER
4,301.69439654252875,305.09570228545334,VER
5,307.72321424761907,313.32217251428574,VER
6,311.8512770835149,318.85921513086424,VER
7,311.93080365714286,319.90782075663833,VER
8,208.8497259623448,197.49447834341763,HAM
9,197.60365898085664,194.6968446793505,HAM
10,188.5356712362553,179.9098155531966,HAM
11,168.00188497128477,169.89039472141877,VER
12,255.1479634227629,255.92676304076255,VER
13,270.688633668816,274.4410447425881,VER
14,277.34005367741935,280.53553736116135,VER
15,271.8082108216083,266.55766914544023,HAM
16,190.18443535809428,181.86971616992804,HAM
17,196.6161985091516,191.77429167666887,HAM
18,239.70407272021598,245.09095817872645,VER
19,283.1139879263492,288.37922674598826,VER
20,302.8223643822548,309.2750951044574,VER
21,310.2013888790123,315.99614198518515,VER
22,308.41641659902467,309.472959292517,VER
23,261.46742508054183,243.4970729142857,HAM
24,117.63484690598135,120.33301003651005,VER
25,228.64583466666667,,HAM
