Minisector,HAM,SAI,Fastest
0,288.9189585066666,292.73364991643257,SAI
1,293.0325937980324,297.7955676444444,SAI
2,168.11587285751708,171.94536959898744,SAI
3,235.9510424,234.58652511081192,HAM
4,280.1290590510261,276.43605044641197,HAM
5,298.0190671461531,292.54495629473683,HAM
6,303.96127454117646,298.4346509851588,HAM
7,153.66710677183744,167.33817376209032,SAI
8,149.49766274612244,150.3916486739952,SAI
9,256.9416100742134,253.96446766413666,HAM
10,286.83932737566136,281.6648504194737,HAM
11,297.6914926793148,293.3671297777778,HAM
12,148.3254398069794,157.176189566287,SAI
13,210.29551138048146,213.65116834133332,SAI
14,269.44686850167943,265.22741162724833,HAM
15,210.42828006061723,217.4804624303809,SAI
16,228.67564207373525,240.50983523869823,SAI
17,223.31738062019048,233.6971849948785,SAI
18,253.53529720394195,255.2646548897959,SAI
19,280.97412376666335,278.14258614915246,HAM
20,296.88157911578946,292.1365672827963,HAM
21,267.5598610544849,274.3416654596491,SAI
22,228.20544033443147,237.98651403948526,SAI
23,216.97020463247623,224.16595629856945,SAI
24,273.7835323574012,271.7151524363636,HAM
25,289.4166677333333,,HAM
