Minisector,HAM,BOT,Fastest
0,229.64199085243456,233.14811129540712,BOT
1,283.10231314365245,287.7830582961294,BOT
2,297.87866670933334,312.97951368888886,BOT
3,304.58596643963284,323.0629398507254,BOT
4,271.6456239341817,287.5723005461491,BOT
5,165.26972466362332,162.37480746918695,HAM
6,260.26106306206896,257.16987106161827,HAM
7,272.30464742564106,273.7011218051282,BOT
8,214.31591415717,209.9063353361243,HAM
9,219.11568832403523,216.14982584200072,HAM
10,186.1044411785899,183.22111465956422,HAM
11,219.10643988686869,220.08228722537947,BOT
12,207.52940678098523,200.575857560484,HAM
13,216.8894718052798,206.38988901225272,HAM
14,219.0596272881966,214.58442082055524,HAM
15,183.5554973305098,177.69647636327872,HAM
16,245.45367337398474,242.90530924563183,HAM
17,284.61950057319115,283.0663212021523,HAM
18,295.6530000213333,294.1648333775238,HAM
19,282.71269095009524,280.4352561230769,HAM
20,131.9601068827514,129.31229474851867,HAM
21,162.78358778671202,158.3422618560067,HAM
22,150.62896800087856,151.45363387071936,BOT
23,211.56456618139524,204.66706453428048,HAM
24,143.87127023996123,146.8800483805022,BOT
25,178.93332906666666,185.64375359999997,BOT
