Minisector,VER,SAI,Fastest
0,290.64675744862257,289.37292227004644,VER
1,302.808650637545,294.04415967764174,VER
2,173.04166064105178,164.49318579584414,VER
3,226.73301203023865,222.4966237254266,VER
4,274.4180318044444,272.5368343500891,VER
5,294.71337198271635,294.79752801313873,SAI
6,302.82284249026424,299.14351833563813,VER
7,178.4929276186549,163.6775341968254,VER
8,131.65293427254082,121.97924510788319,VER
9,250.40963001000569,246.16806540511277,VER
10,285.28458457405276,284.4892954588002,VER
11,301.13291637333333,293.8235819966984,VER
12,156.73708563013065,146.09267656084822,VER
13,186.964309184,192.66630853265994,SAI
14,259.64633319718,255.02237587978638,VER
15,219.8563777357576,201.10095664315537,VER
16,226.3833660596664,211.67122522220606,VER
17,224.5973910707224,207.73847386551225,VER
18,250.53266293348725,238.42891473568628,VER
19,279.61505486365184,277.26850746074075,VER
20,298.64167293275614,293.00035778585857,VER
21,272.6558337323809,257.54552503510206,VER
22,231.1909217235921,221.87151061773105,VER
23,209.14071087688453,207.25886701511112,VER
24,265.0066284923906,264.77404541016915,VER
25,280.3090909090909,282.4193558154707,SAI
