Minisector,NOR,OCO,Fastest
0,323.27377531049916,319.8594200115942,NOR
1,326.53958332121215,330.42916673939396,OCO
2,322.36136378181817,329.2113636363636,OCO
3,199.35076321187304,202.47617620080962,OCO
4,115.83246220339517,115.3133778387523,NOR
5,267.4828997123643,262.37175841975306,NOR
6,304.47331614634635,299.99497405577495,NOR
7,315.3447464347826,315.0286232115942,NOR
8,277.7711205313269,278.5316602853628,OCO
9,140.35929599394385,138.97340383657794,NOR
10,218.12999090999284,215.5992642917376,NOR
11,207.72612891434224,205.96567684757184,NOR
12,192.57576738245615,185.52563377911034,NOR
13,269.71498555367737,262.7961673533637,NOR
14,307.2625773581781,302.7740149734116,NOR
15,323.2529810591721,319.6538043826087,NOR
16,263.2294110137566,264.08605854013643,OCO
17,198.380324777669,196.51380234637404,NOR
18,272.5965381813051,264.1948494524965,NOR
19,309.30941670273893,305.91525181527476,NOR
20,323.3698862060606,322.6162878060606,NOR
21,303.8848972888889,310.03611226666663,OCO
22,200.45095554202987,197.49483819290012,NOR
23,265.69597040878864,259.1794636952381,NOR
24,305.0250543281404,301.1884196335162,NOR
