Minisector,SAI,NOR,Fastest
0,289.7888158315789,289.17187504,SAI
1,215.89194099858668,209.9149095013278,SAI
2,140.9790507619146,142.9749654772487,NOR
3,216.40707773727536,221.07792902273073,NOR
4,149.63948955556882,154.58785846857143,NOR
5,173.3418596241818,175.74395953135874,NOR
6,246.67023842539683,248.83315102608697,NOR
7,269.22003951746035,269.8239345162907,NOR
8,275.4412949370197,277.3311402105263,NOR
9,246.74226133333335,251.96686628571427,NOR
10,233.32155733333335,241.20798656091668,NOR
11,233.17567513273772,240.84365231746034,NOR
12,204.4575692380178,204.19976631083304,SAI
13,138.151121667523,141.87795674628475,NOR
14,144.7201643944329,148.34285550406713,NOR
15,179.58602941271354,188.2800785142857,NOR
16,250.97499900952383,255.492004076262,NOR
17,243.40332202822398,242.11193575757576,SAI
18,114.51125400415657,112.55062043687944,SAI
19,195.03993138977498,199.67901029135803,NOR
20,191.40160844857513,191.78358551798956,NOR
21,227.95900674120082,232.56412911304346,NOR
22,259.60053861801157,259.6676376540722,NOR
23,275.5608691582585,275.6582851186085,NOR
24,284.52675447017543,285.65833313684215,NOR
25,286.85,,SAI
