Minisector,HAM,LEC,Fastest
0,297.7797956152749,289.9154519352539,HAM
1,163.96248617642917,165.11301835125747,LEC
2,155.49906231012724,149.75504119947985,HAM
3,229.13838681429846,233.7314181258133,LEC
4,290.05821166655164,293.0781585438939,LEC
5,289.5808297089855,287.83554195537874,HAM
6,146.36123115214002,145.29341721287992,HAM
7,141.44385521803932,142.81613560005664,LEC
8,140.08068920555945,138.0407321655319,HAM
9,192.4245221873036,193.49743842440017,LEC
10,133.5643250683551,127.03310452767776,HAM
11,131.05355391736282,123.83796708920146,HAM
12,173.08958467782276,174.84124496388344,LEC
13,268.8949949311128,271.684616809651,LEC
14,293.1940345878988,295.40599748448966,LEC
15,155.03921601203396,155.16724720736607,LEC
16,204.2011414609872,198.12089018745922,HAM
17,174.87230801185822,180.71313916468952,LEC
18,271.8812878919171,275.6693832278508,LEC
19,296.41757566564763,299.5594743058902,LEC
20,311.939928458186,315.036845085291,LEC
21,321.618766496731,322.7565023790224,LEC
22,326.0697402605898,327.8741142254865,LEC
23,329.46081733668683,332.67530831253976,LEC
24,324.4997695783872,330.61781908200135,LEC
