Minisector,HAM,RUS,Fastest
0,287.92828922273634,287.78633007414646,HAM
1,298.0222067169369,297.88356554308126,HAM
2,279.58832053360067,270.64293791492065,HAM
3,107.56607775611444,108.9730352518624,RUS
4,216.58412551616067,217.1561518880465,RUS
5,275.3335707631746,268.58119417918675,HAM
6,219.56829580507954,211.0730583780642,HAM
7,157.20686677280688,159.25679642763427,RUS
8,208.1067172243897,216.98895831752776,RUS
9,214.43887066307298,219.8042824521368,RUS
10,114.27833791970386,111.77861468290442,HAM
11,222.71958758051068,224.62309989812778,RUS
12,115.49075811603831,111.32352613092834,HAM
13,218.36118553515342,214.7432339635108,HAM
14,279.3018054737888,273.4428390387686,HAM
15,225.42868713488252,215.01329622839003,HAM
16,187.34643858561452,195.63637471511692,RUS
17,246.3801738111844,248.54767187936508,RUS
18,205.46849123666667,197.22721286417786,HAM
19,178.57472527201256,179.97576561982274,RUS
20,260.4069565430857,258.7858097156514,HAM
21,286.5358849276112,285.7337686067019,HAM
22,160.2491939273443,171.09029766069472,RUS
23,202.77336997613574,212.7017653079365,RUS
24,271.267127246071,269.3046202878851,HAM
