Minisector,VER,STR,Fastest
0,252.26308827875556,250.34847826497355,VER
1,215.57867562410786,206.1336555097345,VER
2,211.740825971447,209.71968672435375,VER
3,259.5883828383216,261.9302412303345,STR
4,274.82538224438673,273.4385912152381,VER
5,288.16955300442544,289.3985911032381,STR
6,165.09836875851852,152.8122999876886,VER
7,167.30768815349,187.3979643001371,STR
8,265.0246310575469,266.7206521261008,STR
9,291.3144072692917,291.85509714954014,STR
10,302.0975440795767,302.04651195580954,VER
11,300.97999561500814,297.253703969161,VER
12,115.75609935368928,111.95236047539757,VER
13,189.33471498828283,191.09282077187842,STR
14,269.72361757056274,268.10617396363637,VER
15,290.1500854128104,291.79658590364016,STR
16,296.0570668960401,292.70075137539607,VER
17,187.8679464246349,181.3298671770794,VER
18,218.10924360691357,218.36207028734694,STR
19,266.68083733491346,256.3325861306689,VER
20,153.68912325917609,149.4417087529499,VER
21,148.7173577175713,147.6109742814248,VER
22,219.7426151256733,220.62138128513303,STR
23,237.58366071122154,219.63787079714288,VER
24,162.99287449821276,162.49135323129832,VER
25,226.3249984,,VER
