Minisector,PER,STR,Fastest
0,269.34379598814814,277.4108591586671,STR
1,288.3089663851583,307.09037680761907,STR
2,291.03768579950616,301.3835380027018,STR
3,126.91193873026306,118.21921359733939,PER
4,201.47873875482992,204.00464736388184,STR
5,254.14621806577614,258.7958797015126,STR
6,138.30586547198627,132.10978437158812,PER
7,206.15322790851937,201.74925028799422,PER
8,259.8616650173243,254.7277870408653,PER
9,279.9373109593277,274.88973246535943,PER
10,223.87362651499132,227.95791396363637,STR
11,181.27087804285472,171.90559906713196,PER
12,189.9633069202101,188.39900266552084,PER
13,133.1781501093082,138.73081406110833,STR
14,176.59159575228398,170.8469594866816,PER
15,162.7454427706478,157.30590803310344,PER
16,217.17755014836362,214.80895478294468,PER
17,233.36184436148147,231.2581067501134,PER
18,239.62845984907827,239.14644281519008,PER
19,230.26071840578888,221.86517827878788,PER
20,146.83573378214123,144.12078523209905,PER
21,138.42669142122122,131.58320473826618,PER
22,170.4900657171757,161.8153555223267,PER
23,150.04574721984554,148.77485529072334,PER
24,229.34096978166428,223.363005648254,PER
25,256.35499904,255.0062496,PER
