Minisector,RUS,HAM,Fastest
0,294.71142437034933,296.38773448666666,HAM
1,225.4197126359158,227.37716747172072,HAM
2,133.25981894550094,132.22198395474837,RUS
3,230.33818594207975,229.64466074120438,RUS
4,195.88259729858282,189.4025660835324,RUS
5,241.59783793021646,238.7958517123664,RUS
6,221.15281989003594,224.04213114838709,HAM
7,255.85642837438422,258.5381645632655,HAM
8,283.0211134130444,285.88609453084445,HAM
9,199.68144146501936,201.87294112577416,HAM
10,207.69936852236103,204.43982159788382,RUS
11,270.51366537784554,270.0540667893219,RUS
12,210.2162084302793,203.21101547822474,RUS
13,249.50412162520723,244.57946119265307,RUS
14,288.8859754100709,285.2902586852321,RUS
15,301.34270461404293,301.4735931243867,HAM
16,296.1609347606734,303.31314032292516,HAM
17,229.3367944384549,232.09592358524864,HAM
18,267.2417571088254,262.93827526396103,RUS
19,292.2636408743896,291.8559753922818,RUS
20,304.2599346284948,303.1731364830883,RUS
21,299.8331331168831,302.48938395529274,HAM
22,148.66853651531434,154.0218289682035,HAM
23,230.3116445189896,234.01022748133414,HAM
24,279.790480255961,281.798179222827,HAM
25,289.07083413333334,,RUS
