Minisector,VER,HAM,Fastest
0,97.85001659064083,133.70193195669518,HAM
1,124.90601232253968,153.2395886556322,HAM
2,197.47752366222224,212.40800963838635,HAM
3,238.4825524,245.79558732698413,HAM
4,259.0355264,271.2872164,HAM
5,259.21194389333334,283.6812809333292,HAM
6,164.95980760615384,307.0734384,HAM
7,116.45254065987803,315.04009509285714,HAM
8,138.96811259863946,319.50269243076923,HAM
9,199.65245577142858,320.69437488,HAM
10,216.097510532119,319.4906047587097,HAM
11,247.17458378666666,269.7033233066667,HAM
12,274.98502383940297,199.13463193777454,VER
13,292.1611112296296,107.39231820057971,VER
14,298.88916672,94.76065602454202,VER
15,284.6603374676692,135.10931230592288,VER
16,260.50985238588237,181.939750528,VER
17,206.59860873485954,214.17182080156454,HAM
18,217.32258175911224,236.87857188571428,HAM
19,178.64654146077922,212.63636363636363,HAM
20,136.84868817777777,148.92487078195825,HAM
21,153.72195392688172,123.16054071351351,VER
22,198.44491159893332,140.87395871515153,VER
23,226.21052631578948,197.06915985124024,VER
24,148.72161336666667,228.60366224646467,HAM
25,,243.08750239999998,HAM
