Minisector,VER,GAS,Fastest
0,251.29629748525866,250.77221904598932,VER
1,128.71066226556064,116.20985203554994,VER
2,261.0821107168017,260.3638648455214,VER
3,304.40940448220323,304.9894051558045,GAS
4,304.9652300128139,308.0990963901876,GAS
5,313.52465146577686,319.35269282816427,GAS
6,317.1074584323232,332.65164666031257,GAS
7,319.1963668018775,336.08280436218297,GAS
8,187.4656104308647,177.7385556468479,VER
9,191.1444067946425,174.34463437832946,VER
10,185.54566778120702,171.86511969486676,VER
11,173.8884587026531,164.92315907522428,VER
12,255.75153580873564,247.26700839564475,VER
13,273.23707073618095,256.10902597402594,VER
14,280.8701454002709,267.6533497353038,VER
15,280.4499729232423,269.00743733632623,VER
16,174.03806929349565,163.00602538579813,VER
17,183.93886940082854,175.45641704388774,VER
18,237.14734104541682,228.1399231270831,VER
19,282.2003995642051,280.3632923146812,VER
20,303.43260923573536,301.9106593857567,VER
21,309.50867274045856,309.7916,GAS
22,309.0869755845805,307.88602980773607,VER
23,242.00145202666752,243.88065611471862,GAS
24,115.61762170053584,111.6117861352563,VER
25,226.28140344738424,222.6785737142857,VER
