Minisector,NOR,PIA,Fastest
0,271.92873250562195,270.5912150537143,NOR
1,251.46336912787092,235.96959595158526,NOR
2,118.53289174101741,114.21759832633374,NOR
3,169.14204519736035,174.1135651829127,PIA
4,196.97327890229278,188.6303220057085,NOR
5,195.03229650648203,190.54898929422222,NOR
6,263.4506924364626,264.5373784040528,PIA
7,286.1806043687619,286.9522337509297,PIA
8,224.97460080263954,220.83602260244285,NOR
9,143.52531568467106,144.69985690146802,PIA
10,112.15670925955258,111.00481560439464,NOR
11,153.89476226831042,148.11728475874483,NOR
12,244.35001243255863,245.41913790539684,PIA
13,149.90665412404994,146.67170693997502,NOR
14,141.31992613965,141.13375381734556,NOR
15,107.57995703240941,106.52554812039311,NOR
16,216.92314436097158,217.89811847253335,PIA
17,231.34475274891255,235.59700244170423,PIA
18,125.09902056703005,127.56376669157459,PIA
19,238.2244776518595,240.7168500264391,PIA
20,275.54628634324206,275.41047875829895,NOR
21,210.3959696152381,211.805817743458,PIA
22,138.20433826753646,139.06059547226005,PIA
23,213.05959125090908,210.5106880684643,NOR
24,224.53894401135074,224.15563047297474,NOR
25,,255.12321462857142,PIA
