Minisector,LEC,RUS,Fastest
0,302.9548028386923,294.71142437034933,LEC
1,225.03191835508184,225.4197126359158,RUS
2,127.66874046001972,133.25981894550094,RUS
3,238.93203297689374,230.33818594207975,LEC
4,193.23913778688384,194.76149721912935,RUS
5,249.80791711828223,241.51212364450217,LEC
6,235.37643156628477,221.6446644097122,LEC
7,257.8945414873016,255.85642837438422,LEC
8,282.0596105086558,282.9278861190486,RUS
9,205.5961061277339,204.36580582807383,LEC
10,206.0017588520471,207.69936852236103,RUS
11,269.26446837585456,270.51366537784554,RUS
12,209.86736676758386,210.2162084302793,RUS
13,247.15024451702425,249.50412162520723,RUS
14,289.8006252076855,288.5528884418418,LEC
15,309.185678839074,300.90253754524565,LEC
16,313.0835357917922,297.11932148929804,LEC
17,235.21515472003625,231.35966359574954,LEC
18,265.7045684391159,267.2417571088254,RUS
19,298.9780202056199,292.2636408743896,LEC
20,315.1490258891577,304.2599346284948,LEC
21,316.4160353131313,299.8331331168831,LEC
22,152.97592412248676,148.66853651531434,LEC
23,234.10530451775034,228.95281653821144,LEC
24,284.49591042119323,278.8738135892943,LEC
25,,289.0354170666667,RUS
