Minisector,LEC,PER,Fastest
0,291.14833960902257,294.81929835789475,PER
1,217.90798781808812,220.46321794801125,PER
2,140.4354364085459,143.99266935880155,PER
3,219.68636831976735,222.67114910116405,PER
4,153.6603912402721,157.34173924200945,PER
5,172.174239243428,171.30914590736032,LEC
6,247.9848483878788,248.34058342706933,PER
7,270.7136062760828,271.16447375238096,PER
8,277.0125000421053,279.4125,PER
9,253.67270424671202,262.4377812290727,PER
10,244.45774945958763,243.20963777300648,LEC
11,244.37539692698414,241.734766290883,LEC
12,211.396333312,206.6442451917995,LEC
13,138.0687218039408,140.53495864695435,PER
14,149.98755857851665,149.83483472552734,LEC
15,172.97094314124442,188.00467811691098,PER
16,249.40513817212593,257.40980816497296,PER
17,241.4867910254868,228.6556169701559,LEC
18,112.41123118105065,118.21773418454947,PER
19,193.88115068500883,204.51134542823274,PER
20,193.65138899753086,193.57598552214043,LEC
21,230.19358285694852,234.20255654996427,PER
22,262.78220211654735,264.91867934331066,PER
23,276.09004368074005,281.5076094482743,PER
24,285.036058883208,290.544362854902,PER
25,287.63571382857145,,LEC
