Minisector,LEC,NOR,Fastest
0,256.4038407922548,249.316409389914,LEC
1,129.92336391669207,117.45444652007038,LEC
2,259.1475721760661,256.90037259080714,LEC
3,301.6924892672736,298.2548972516256,LEC
4,302.7506746311111,297.451894932957,LEC
5,309.29423416681135,302.2036143962029,LEC
6,313.65307274317576,307.25953143052504,LEC
7,310.957696243855,305.9473644766434,LEC
8,193.74711124511578,189.3165916362019,LEC
9,187.5359616535285,192.5688556395723,NOR
10,185.7631963932091,174.90871533429174,LEC
11,169.94275521624763,168.65187975432968,LEC
12,248.78469898336047,248.9934132303525,NOR
13,272.3471591947455,272.6600361055448,NOR
14,275.3500097043224,278.26533041823126,NOR
15,272.30113391873846,256.0202091684725,LEC
16,178.17768892348306,183.47307261284533,NOR
17,187.64889362178317,180.31844646632956,LEC
18,234.48299659346947,234.48324867338667,NOR
19,285.3249040409504,281.6780890573144,LEC
20,308.7435254289657,302.3381629952,LEC
21,315.98691191527615,309.70198497037035,LEC
22,313.2270112253893,309.12799380881836,LEC
23,252.33317143799772,203.2437731104032,LEC
24,110.47344639417624,107.6856344058588,LEC
