Minisector,SAI,NOR,Fastest
0,252.69485496712636,257.12821594525565,NOR
1,211.68066539647236,215.21088249915928,NOR
2,202.69096961828848,211.6397770006499,NOR
3,254.09625366627517,260.53443721285385,NOR
4,271.2286326631218,274.2883250370899,NOR
5,285.22914231248774,280.1641304115942,SAI
6,166.11499661744426,167.19632385284226,NOR
7,183.64501018574714,189.89390736987698,NOR
8,262.73239175944474,268.28382299188473,NOR
9,285.1239427931164,289.0406545444452,NOR
10,295.0430817208215,295.3314308028919,NOR
11,298.2825397333333,289.9491380934923,SAI
12,120.11923981043573,113.95261541028175,SAI
13,183.89189930982565,196.75524847026233,NOR
14,266.1469484637723,271.76352018950837,NOR
15,288.7437474306851,291.356904731646,NOR
16,297.27366703731053,287.4725027415071,SAI
17,187.39520545432023,181.91634423206605,SAI
18,220.70269026483544,228.6342142444572,NOR
19,266.5314495984271,264.401639413041,SAI
20,159.58813070775454,154.8563101183163,SAI
21,151.06777138372422,152.42189572015826,NOR
22,218.88142173864776,224.3181862069792,NOR
23,239.57728549086067,222.7810761964489,SAI
24,156.17952892663885,165.04362889588515,NOR
25,225.3697412465257,,SAI
