Minisector,VER,NOR,Fastest
0,248.34023013986393,248.53229158445055,NOR
1,283.17250464295125,284.5552550257143,NOR
2,182.7641066721693,179.20250586808694,VER
3,156.23361261827995,155.1542300532208,VER
4,256.7526564520635,261.097549408,NOR
5,274.185439687928,274.52409983546636,NOR
6,240.4368594893754,236.6817286144885,VER
7,207.2345313606391,208.76426529177826,NOR
8,159.59836089390177,155.65759004782757,VER
9,218.42201401998827,224.88847800527472,NOR
10,271.43554634020205,276.50531891022223,NOR
11,126.92057581210351,131.77104612404278,NOR
12,212.87314017192764,213.204624811802,NOR
13,274.7097672228571,275.89795634511495,NOR
14,297.57848187970274,296.904651155737,VER
15,308.4543703249524,307.1691418169237,VER
16,235.5272049359552,243.53621125043844,NOR
17,130.42077472411688,127.5674497042626,VER
18,129.91953338154204,130.6504706153758,NOR
19,122.11592984678646,122.68696497395078,NOR
20,225.49135364158116,230.00357104866995,NOR
21,259.6474605079208,264.32501686370836,NOR
22,243.031496761432,243.31644056270062,NOR
23,217.81777670853702,220.383677766993,NOR
24,135.18108005615906,138.6170357693558,NOR
25,216.88,,VER
