Minisector,LEC,HAM,Fastest
0,308.9438986666667,311.17453416784315,HAM
1,175.1822594265971,201.2252361876015,HAM
2,145.29107097035993,145.38074129493728,HAM
3,225.49443523255295,223.43653381642514,LEC
4,165.3297992778408,165.77531427928926,HAM
5,183.3980043460809,184.24236186910832,HAM
6,255.0260668803669,252.98314229306203,LEC
7,280.9062052113815,282.06058101988305,HAM
8,288.5651313131313,290.25896103896105,HAM
9,259.98495220184736,265.0612346682883,HAM
10,242.97275479264482,239.4850599038434,LEC
11,244.17825081342173,241.002646,LEC
12,193.69730089636582,199.04950056707602,HAM
13,124.84145091536968,128.78883433252787,HAM
14,132.9182449711931,133.05829674978452,HAM
15,171.6798328991839,171.35783955389314,LEC
16,246.4259090909091,248.60516681561884,HAM
17,231.106865362387,239.8931074146584,HAM
18,112.311817801879,114.84823607044481,HAM
19,203.18205074157333,198.5730649310216,LEC
20,203.5695675768295,205.80820964060095,HAM
21,239.75873718816283,239.99448194675793,HAM
22,267.8830533448812,268.64375613227395,HAM
23,287.8355617538513,286.4912884777591,LEC
24,300.9623241861229,302.6785531793007,HAM
25,306.9562496,307.55914057424735,HAM
