Minisector,SAI,OCO,Fastest
0,279.66146274947107,267.8430506453094,SAI
1,119.11515848864153,116.63433318811231,SAI
2,159.75274521909702,156.3033345242407,SAI
3,207.66082066010054,192.64090482659876,SAI
4,156.13878479046798,162.67193618345866,OCO
5,243.83003249523813,240.60387680211858,SAI
6,206.70389105666817,198.52038801995337,SAI
7,132.8452332219901,132.27069478948673,SAI
8,230.4280302914732,228.60014848588676,SAI
9,275.6118601766824,269.79387378637057,SAI
10,286.10006868705887,275.1292520272428,SAI
11,145.1332673470283,142.04312163900025,SAI
12,214.09161116460274,214.5637607716458,OCO
13,265.8669907966387,263.2059827498818,SAI
14,261.14409411241115,258.9163632780247,SAI
15,101.34007903021013,99.76794341654511,SAI
16,217.0139142587942,216.71334148481387,SAI
17,272.08131208126986,270.6581121913726,SAI
18,299.3673211387013,291.92252165662325,SAI
19,315.97168969034016,302.6074079176875,SAI
20,323.61358827554307,308.8187407454815,SAI
21,273.0693764737471,273.9535359791059,OCO
22,148.05263083056929,144.59702039911917,SAI
23,234.8862974570001,230.90241343154435,SAI
24,281.6497174841751,272.7323623362145,SAI
