Minisector,VER,STR,Fastest
0,291.5421192389417,286.6217694887613,VER
1,303.06282283318563,299.0918190315671,VER
2,308.19947701125545,304.91263366843776,VER
3,309.5580247308642,305.42395824761905,VER
4,204.03522786349205,180.75934898479534,VER
5,213.41766691294782,210.37634734111066,VER
6,264.6188975987586,261.78159973103914,VER
7,270.6604552290899,261.11364202401654,VER
8,191.95796896218744,178.29042623510875,VER
9,156.25803784534932,143.91896182172007,VER
10,186.10747599938696,178.62746339148052,VER
11,258.87895426053313,256.5426976809782,VER
12,253.865617442643,237.80754214139276,VER
13,230.91774928422362,222.4554060567361,VER
14,272.35922128269675,262.70751842258534,VER
15,164.69973681265225,165.2755539045603,STR
16,215.25850129628867,214.75288861209594,VER
17,241.53443641154325,242.50999084387576,STR
18,137.18489649543858,126.85160253750334,VER
19,237.17157252551112,233.1411371256917,VER
20,276.7473985077414,274.36979160969696,VER
21,246.36963471559284,235.6514805733389,VER
22,142.8267935401888,134.2471138423764,VER
23,213.0007978353131,200.02121783762195,VER
24,268.6408946303548,264.47745525388865,VER
25,282.47142765714284,279.0125002666667,VER
