Minisector,HAM,STR,Fastest
0,252.82662749767223,248.2702349975593,HAM
1,206.92398793547733,210.51644231693678,STR
2,204.22807148501064,211.7872908838885,STR
3,253.8230970043324,258.10324865811714,STR
4,266.9957163094976,271.6930417941043,STR
5,284.8646147582056,288.5337600642494,STR
6,155.8856167308044,167.08063619084916,STR
7,182.67958856104016,167.2583709951626,HAM
8,272.6645322847118,269.7647444445675,HAM
9,308.38309657208373,305.91115742404486,HAM
10,324.99006996798204,323.268423266123,HAM
11,329.5365594348685,322.3058394872148,HAM
12,107.77856974007811,113.62119009602708,STR
13,189.62287513894887,193.19166963670676,STR
14,268.69789401487344,277.89519434291066,STR
15,293.504319151746,313.22197249859846,STR
16,296.8394247464212,312.8613701188461,STR
17,185.91041525026137,184.59014230155762,HAM
18,214.94199184524945,224.01376344988716,STR
19,265.91155520991543,262.9788006423428,HAM
20,151.24974926685425,147.350523165221,HAM
21,146.75356097659787,141.93688397003058,HAM
22,223.48975924866394,217.20138838553825,HAM
23,225.51933124508378,224.0216218023687,HAM
24,157.13175064522426,157.7663265286977,STR
25,226.74371802408976,,HAM
