Minisector,VER,HAM,Fastest
0,294.60042982617733,291.10609580649196,VER
1,308.2170832059259,305.9098957714286,VER
2,312.81507789444055,311.1852525252525,VER
3,315.239000192,310.62517371555555,VER
4,184.67360545393416,189.47501747916772,HAM
5,217.20296244311763,214.08411698082537,VER
6,269.91815428571425,267.89334251539395,VER
7,262.5445688465876,268.6646913095032,HAM
8,185.39013423972247,185.51064244515763,HAM
9,142.89305874353875,140.86242715659222,VER
10,178.7636438927473,174.4169922304185,VER
11,256.1953962502618,258.4979997608551,HAM
12,247.08079405756106,250.68463800248446,HAM
13,225.38012413675503,229.13450207259748,HAM
14,263.9209198041366,267.6093518222222,HAM
15,160.4956008859152,168.30904662376486,HAM
16,220.10413735963223,218.48011084515554,VER
17,238.61102867712307,241.41586451869182,HAM
18,132.37131296922306,131.52839567099568,VER
19,236.43036333108415,236.79541900472478,HAM
20,280.0112992137143,278.1584998741333,VER
21,244.24969578567305,243.4560140908666,VER
22,136.06328044723512,137.21214793695236,HAM
23,201.3006803212069,207.63508165196342,HAM
24,269.8164980814368,267.9184336716701,VER
25,284.01500032,285.12,HAM
