Minisector,RUS,HAM,Fastest
0,272.5694943314286,274.4716281556254,HAM
1,252.32013932009687,257.6925536872727,HAM
2,124.0620412877295,122.47622987943018,RUS
3,162.59609288753106,177.30802676060605,HAM
4,184.0473147119192,200.39137878726095,HAM
5,199.82505707700267,201.72831062972583,HAM
6,263.33294694453053,266.0606750520755,HAM
7,285.3630109647771,286.82619021544974,HAM
8,233.23061154666667,258.12638097728905,HAM
9,150.08017265566139,152.29101890214622,HAM
10,118.88050758560591,124.20145211298336,HAM
11,160.90735530775683,165.12073728455186,HAM
12,247.0707373815204,248.46780236606062,HAM
13,157.2781364615873,168.17731759123515,HAM
14,145.41766910607984,152.93306714333343,HAM
15,106.56236003364133,113.69905494872768,HAM
16,215.39139168889312,213.67334816212653,RUS
17,254.6191523915444,257.7248198283433,HAM
18,128.52858121915804,131.46498532441188,HAM
19,239.01813308440637,233.45561344044194,RUS
20,273.4393386665226,278.3550591977897,HAM
21,200.32750723452506,231.59223007514083,HAM
22,150.76286049084533,146.46336823038024,RUS
23,216.78599623092146,222.02843528853074,HAM
24,230.82513053531338,227.6215689973169,RUS
25,255.875,258.540624,HAM
