Minisector,LEC,HAM,Fastest
0,272.95022562646614,270.2151945904762,LEC
1,249.14912319102132,246.90816801845375,LEC
2,122.50914811928206,113.65522505765232,LEC
3,169.72035449686726,167.47372215315823,LEC
4,198.89326169914673,188.0458248881738,LEC
5,195.29399650490842,196.19172493731799,HAM
6,267.3231341359045,263.53543795671,LEC
7,288.54479065223285,286.546520068129,LEC
8,235.92245314426808,234.93308013876828,LEC
9,147.90757590842503,139.32905007864397,LEC
10,117.98601413342912,115.85046517874424,LEC
11,154.8695430245695,143.38373416192482,LEC
12,249.504284495931,244.94528176601503,LEC
13,154.56076927453262,150.08136623896488,LEC
14,154.71382673694436,148.4939787883189,LEC
15,109.6637649930638,107.13246174441319,LEC
16,219.80875635153242,214.09376381744056,LEC
17,234.94163870730156,242.5166723593075,HAM
18,131.33706406561126,128.77027987091068,LEC
19,241.5720887557932,239.41717771398118,LEC
20,274.87638578565765,274.6685491224242,LEC
21,204.5267513179745,202.2429121840601,LEC
22,153.36661806163545,148.41102390574656,LEC
23,217.1077581339964,217.12807515924212,HAM
24,232.11860131869568,228.59150885001978,LEC
25,,254.984374,HAM
