Minisector,ALO,STR,Fastest
0,299.52328707261836,298.6535217259979,ALO
1,238.0265144577573,237.94665663014717,ALO
2,196.53617646867673,189.60211894707658,ALO
3,264.4246260825397,262.2760156616412,ALO
4,225.48455029978953,219.87455054637962,ALO
5,110.11583959917385,110.75712230542071,STR
6,172.95846680857125,177.42722325354887,STR
7,253.19856434022986,258.2476527199525,STR
8,281.2247204504203,284.26635357824847,STR
9,297.094000128,296.68116697600004,ALO
10,300.5335144811594,299.18038186666666,ALO
11,231.89086275019474,225.82056943333333,ALO
12,147.32625817388558,147.21612424195655,ALO
13,254.44176681858838,255.76993049509244,STR
14,286.22379246146005,287.3339748102564,STR
15,296.3211805777778,291.19928587200945,ALO
16,291.50513756628044,278.95178347641536,ALO
17,251.00735875555557,238.72974072005078,ALO
18,175.0348306133153,176.81794651241867,STR
19,177.99991111042388,175.90150598383144,ALO
20,174.2607017714286,176.60783455994755,STR
21,240.87654583192042,236.73575136344084,ALO
22,119.06155459626835,119.49746413346446,STR
23,197.9489197619697,200.79150599737488,STR
24,279.2668998696274,279.4613789128205,STR
25,295.85833386666667,,ALO
