Minisector,LEC,HAM,Fastest
0,273.16798514622826,265.91659186668693,LEC
1,290.8997371338528,286.2019895750549,LEC
2,283.01926817463357,271.65469649230766,LEC
3,153.5195098862298,155.27001505354497,HAM
4,197.30051472680745,190.41592393484527,LEC
5,170.14271331732192,173.36883002198155,HAM
6,167.10413883689594,164.0713669519263,LEC
7,193.30053157822258,187.38370166278662,LEC
8,239.2409152262095,239.70283898553296,HAM
9,234.1306575663711,220.68994167816712,LEC
10,145.78795012142956,145.7582455206823,LEC
11,219.7937474940388,223.39537303675823,HAM
12,108.43246563464334,107.54538696499478,LEC
13,212.14628475481265,218.26251142095958,HAM
14,263.50268092812263,263.9999297301948,HAM
15,276.3801337653212,268.0138809268789,LEC
16,175.4479837279552,163.39236571504776,LEC
17,157.10328725453633,163.36772757032315,HAM
18,254.156067941439,253.91675246828893,LEC
19,282.0097446671261,276.4206976954824,LEC
20,292.15238432507937,290.85344910933054,LEC
21,285.766743657997,276.2419161928076,LEC
22,242.96119179564627,217.42816751239405,LEC
23,102.65241241261258,102.47570264783397,LEC
24,222.80594900230648,226.75528503947348,HAM
25,258.5857133714286,,LEC
