Minisector,RUS,ALO,Fastest
0,279.18518620506427,267.4400053472194,RUS
1,114.17829033907013,112.12865105437528,RUS
2,165.97271253743162,151.78612290666666,RUS
3,216.6287840441457,208.10921234047865,RUS
4,158.2537033425226,155.734159423204,RUS
5,241.0041256098399,239.25245679307017,RUS
6,206.71233395129812,216.8950846565244,ALO
7,135.10539098263527,128.20124112609523,RUS
8,235.6408938736804,230.119109403226,RUS
9,277.0856944444444,274.330456759299,RUS
10,286.4384694637004,273.1736332444445,RUS
11,153.26847152444444,149.1363320309936,RUS
12,226.11146392352487,221.02899051959596,RUS
13,273.1077596689386,271.15666037502643,RUS
14,273.5190367965368,262.1236992945326,RUS
15,101.5567689348067,102.75327484502832,ALO
16,211.9377724289855,216.22537364645444,ALO
17,267.98350932274485,271.08180975913103,ALO
18,304.49978524743227,290.62460147695447,RUS
19,317.3147544347016,301.3164681656232,RUS
20,325.5117593244444,306.385856029025,RUS
21,282.99157894736845,279.5580357142857,RUS
22,149.23697501976955,152.03864484466746,ALO
23,238.34186792372654,233.62029999240525,RUS
24,280.4295399669304,275.35483357060076,RUS
25,283.95000319999997,,RUS
