Minisector,HAM,RIC,Fastest
0,289.6525622177417,302.6686364992577,RIC
1,301.1042590035693,320.1134938146058,RIC
2,307.2207214463325,329.7572157997733,RIC
3,309.0683174677555,322.0835189572623,RIC
4,181.8833228005788,175.45504671930433,HAM
5,220.33622258325784,220.0443367585188,HAM
6,244.8087646984067,250.24860550590012,RIC
7,268.5934857058201,266.4890380749742,HAM
8,272.289271687105,271.2078949614035,HAM
9,167.38442936512203,174.98123129978345,RIC
10,233.12148498478433,229.7653464634359,HAM
11,145.24433920272176,146.95517600528092,RIC
12,224.73103364809793,219.32753373911166,HAM
13,205.0212854940818,209.96443882633616,RIC
14,213.81694803009614,211.0314884340041,HAM
15,246.49982717167345,252.65767534035086,RIC
16,260.5763168341244,262.20264933063964,RIC
17,284.7989463363651,282.05119153784227,HAM
18,147.37171464486732,154.83755074102203,RIC
19,159.46250554992326,156.05932683321402,HAM
20,150.9988497913647,149.63598539581452,HAM
21,170.06077573787235,176.86811008047326,RIC
22,121.23228875515468,124.23295379298926,RIC
23,222.849425805403,222.25963452540063,HAM
24,274.58543984014545,265.26938691524003,HAM
25,,279.1182536126984,RIC
