Minisector,SAI,OCO,Fastest
0,302.3381252444444,304.2915366777778,OCO
1,206.72065832471893,212.10291477911503,OCO
2,139.08684264450216,135.7200011888285,SAI
3,213.59140309952414,216.58252248443682,OCO
4,156.8784060807867,152.95656217658046,SAI
5,178.45846482577159,167.98179017111718,SAI
6,251.17416746666666,248.22182603174602,SAI
7,276.9433895529412,276.8336887156922,SAI
8,286.2739999969524,283.32366067142857,SAI
9,257.6512410771242,265.5215087172789,OCO
10,246.17373834370372,244.13775458580395,SAI
11,244.47530675134456,240.7921613710438,SAI
12,204.70802325351067,214.48475373396303,OCO
13,132.69107674979233,134.1800048955989,OCO
14,135.98202454227615,140.90472570544776,OCO
15,182.80646571623933,175.2241254468795,SAI
16,251.0547459261457,248.02058841292614,SAI
17,237.36519621544235,239.18775321579187,OCO
18,111.40203741176819,113.17696233454545,OCO
19,198.9937512814815,191.59073697840265,SAI
20,189.2978776050866,193.71736064190827,OCO
21,233.7677795250794,229.38526546609896,SAI
22,262.88987447010743,264.01152617539526,OCO
23,284.1784677811305,283.58541618,SAI
24,297.40348757357776,295.2847313090554,SAI
25,,300.0,OCO
