Minisector,HAM,VET,Fastest
0,301.6355775344821,299.6378069014979,HAM
1,257.952850430279,261.96131424414835,VET
2,203.4942081580194,211.20043753342227,VET
3,269.39527286768856,271.74114899875775,VET
4,234.22765346554934,249.52307826751664,VET
5,122.27322626939697,122.6154943273451,VET
6,186.1317506497318,183.48525177511803,HAM
7,261.773497836351,259.0520216683535,HAM
8,292.15516898888916,288.6461974167947,HAM
9,304.05847492936545,301.7918799689683,HAM
10,309.4159798971263,307.0691668266667,HAM
11,231.7201893884114,241.321741147658,VET
12,148.86884089316766,142.24473864607566,HAM
13,260.5629515234795,256.77815990198246,HAM
14,292.6658526671684,290.75901835152405,HAM
15,303.8573768670496,302.3080590500316,HAM
16,301.4398245726005,299.34485116952385,HAM
17,271.8103033280222,285.94868294075576,VET
18,194.58404147367148,200.78591618434555,VET
19,196.38725529399667,209.00729375901847,VET
20,190.26649674926836,182.0288593404486,HAM
21,255.85679088821158,259.4694810978224,VET
22,131.44491525075134,142.6114083290707,VET
23,196.66006110110044,178.33175752248235,HAM
24,278.0728177682267,275.09893882402514,HAM
25,292.6916672,294.5919984211107,VET
