Minisector,HAM,STR,Fastest
0,282.62105295584416,273.26289717772005,HAM
1,123.00481534471025,118.43205919174214,HAM
2,151.82236711172396,157.12734640768758,STR
3,217.56951280926717,207.04113251335173,HAM
4,160.22041236038092,155.55394438398636,HAM
5,243.05374182178525,237.96740336922304,HAM
6,206.14343392964838,203.7163992886019,HAM
7,133.2486547343942,134.88411946145,STR
8,229.67523151795854,224.9709802213654,HAM
9,269.29922949915965,270.3038985930159,STR
10,278.1442634843367,266.7776591522485,HAM
11,145.9693363808964,135.88864818741362,HAM
12,215.71751364487108,216.8895668647619,STR
13,266.47980985333334,265.2644373688889,HAM
14,264.52478522054156,252.78859617363406,HAM
15,99.82928825915236,99.27467617863834,HAM
16,218.46207468310936,222.8855696365714,STR
17,268.4163551497587,272.8016696524675,STR
18,291.10500154607297,290.9830376914286,HAM
19,300.15447750316883,302.0366718307472,STR
20,306.36180610960423,309.0017440511489,STR
21,286.7538095358396,254.06241179797976,HAM
22,146.1422740929185,141.74893131117216,HAM
23,230.5671102926407,233.88645555988796,STR
24,274.62042971109406,274.6513842478153,STR
