Minisector,NOR,ALO,Fastest
0,277.5682737350702,267.7635700276408,NOR
1,303.2016110806719,288.77966305092656,NOR
2,307.6245595840822,295.55777320006393,NOR
3,120.26132234733063,123.39923536369521,ALO
4,194.13684242504203,189.16473078762115,NOR
5,252.1085116874283,251.7262449254971,NOR
6,133.22375757164465,136.9349471807117,ALO
7,200.11479778290956,194.86366426706638,NOR
8,257.87416048589404,251.0501118750558,NOR
9,281.46114481347814,279.03380271824267,NOR
10,228.87963054779897,231.88037777577628,ALO
11,173.5382780676646,178.9095300920251,ALO
12,191.32826395497958,182.32629380466452,NOR
13,138.88247297473353,144.72708407731855,ALO
14,171.5304006449992,172.76839402655222,ALO
15,159.58300547133902,158.5604943413492,NOR
16,216.4196346967366,214.577239921643,NOR
17,234.48553537765096,231.93051827748556,NOR
18,239.85383572906244,237.81220273611893,NOR
19,224.81199580534346,233.47826409798827,ALO
20,142.33755185112992,139.4737393441706,NOR
21,125.67178655053655,135.99770459661613,ALO
22,168.6069601365894,163.46678173256538,NOR
23,151.6505574029861,147.17911102268175,NOR
24,227.24588875316417,220.672366817425,NOR
25,,252.2,ALO
