Minisector,VER,PER,Fastest
0,280.7126043615638,279.41859830787877,VER
1,291.61678321678323,292.4420609105473,PER
2,295.77252367575755,297.79032120117785,PER
3,292.2677972050125,297.82619762229274,PER
4,163.71980491190502,168.63010107598228,PER
5,199.46453687739103,204.05472026480354,PER
6,220.0264831663192,232.70493830761683,PER
7,258.3151546554071,263.89675268244895,PER
8,243.69983588647955,252.00902863480468,PER
9,154.02419859000474,155.18648475564004,PER
10,217.73046449211694,215.36286283845584,VER
11,128.06225870946147,130.3183485739092,PER
12,228.43309584018144,225.09724470812063,VER
13,170.38565360511234,172.81056508205452,PER
14,206.08154480601516,211.91127697772984,PER
15,224.99169437814936,226.88528148175953,PER
16,254.79309614351826,256.6466652828936,PER
17,280.765125772549,283.66484937142855,PER
18,140.56592095784535,152.05660584715804,PER
19,161.22212289646868,166.07289681319315,PER
20,139.98255576389414,139.96438484401355,VER
21,149.05532816063905,153.58134135869707,PER
22,108.55030472421406,110.9591965904933,PER
23,216.06336578636436,217.58644956675323,PER
24,262.6701913615111,263.40286845765047,PER
25,274.7053952222577,,VER
