Minisector,VER,ALO,Fastest
0,255.10535934587807,252.1867953643435,VER
1,221.06995080230539,214.16069996744932,VER
2,204.2910102196425,204.68523235178128,ALO
3,258.21282116633864,260.12492657700653,ALO
4,275.2517346723527,274.73984689132124,VER
5,287.6114851605995,291.11460237799156,ALO
6,170.07505059601982,163.44222571199637,VER
7,189.88894623765142,179.33128504399218,VER
8,269.6307264470532,265.741633892987,VER
9,292.7562139120273,291.57656109076726,VER
10,303.24102307850285,303.05519927909063,VER
11,300.37806178232415,304.92159539578546,ALO
12,119.6658958055113,113.96651951156352,VER
13,184.15423425565527,190.33916646473654,ALO
14,270.394618400106,271.2872187082757,ALO
15,295.28921844631805,295.08169468575653,VER
16,297.66439393939396,300.8319245910463,ALO
17,190.2776190111083,182.3380194275953,VER
18,226.31682827383847,220.38130085224486,VER
19,268.38559063499935,261.49425443410877,VER
20,156.42020245986512,150.0111503030374,VER
21,155.0551019907787,146.70710143057255,VER
22,222.5148559035716,219.57531764126443,VER
23,237.35938071194778,231.43491153790157,VER
24,165.02075413376258,162.32548167583687,VER
25,230.208336,,VER
