Minisector,PER,STR,Fastest
0,262.5988567749413,262.14066140164203,PER
1,129.76728897163713,134.17818085779967,STR
2,261.97198315402295,266.3314360739089,STR
3,310.2032612972448,312.3684397349206,STR
4,311.56887402539684,312.26045959932037,STR
5,321.63308721914,320.55922603636367,PER
6,336.0154762467909,327.3314236,PER
7,342.2540953757006,326.0949276753623,PER
8,203.50408121081082,193.8997658585407,PER
9,187.77072718124063,186.2478622124542,PER
10,185.93418451872245,186.072802002591,STR
11,158.0698599332415,164.6140628754276,STR
12,243.6354977809811,252.93723673784797,STR
13,275.6376413442523,277.46183892204584,STR
14,273.07920185176107,279.10968200142884,STR
15,275.10372511604936,278.1308647407715,STR
16,182.35242867733606,180.89058949297052,PER
17,188.73475521417578,189.17619104380952,STR
18,233.8895005455567,238.16585826038866,STR
19,283.11423787748294,287.30298361546375,STR
20,306.89031181392915,312.96489933168124,STR
21,315.44927540869566,321.58454961821946,STR
22,310.92078366349205,319.69875776397515,STR
23,256.47449949896094,259.62701495697866,STR
24,115.95551111066032,113.36538875418191,PER
