Minisector,VER,LEC,Fastest
0,255.10535934587807,252.50074988543182,VER
1,221.06995080230539,212.0258958237437,VER
2,204.2910102196425,202.5440922233683,VER
3,258.21282116633864,255.18507003486212,VER
4,275.2517346723527,266.4103410352644,VER
5,287.6114851605995,284.56645567725445,VER
6,170.07505059601982,159.25256554331284,VER
7,189.88894623765142,180.43364429244627,VER
8,269.6307264470532,265.9828846413537,VER
9,292.7562139120273,290.78927717352343,VER
10,303.24102307850285,301.55338536138186,VER
11,300.37806178232415,306.44907495539394,LEC
12,119.6658958055113,113.46603782230589,VER
13,184.15423425565527,191.45310483572115,LEC
14,270.394618400106,267.8879261972499,VER
15,295.28921844631805,293.0548767450267,VER
16,297.66439393939396,301.42637113935007,LEC
17,190.2776190111083,177.0848133064347,VER
18,226.31682827383847,219.95050997994042,VER
19,268.38559063499935,268.6747248980948,LEC
20,156.42020245986512,150.80088386741036,VER
21,155.0551019907787,142.91672427672412,VER
22,222.5148559035716,219.50795490282243,VER
23,237.35938071194778,226.15473422235803,VER
24,165.02075413376258,155.59661549855377,VER
25,230.208336,,VER
