Minisector,HAM,OCO,Fastest
0,287.92828922273634,289.16738056272106,OCO
1,298.0222067169369,299.47208065274174,OCO
2,279.58832053360067,280.71384165502644,OCO
3,107.56607775611444,107.82185461847209,OCO
4,216.58412551616067,218.1366187432497,OCO
5,275.3335707631746,269.4270815464141,HAM
6,219.56829580507954,209.0634820192555,HAM
7,157.20686677280688,154.48630091956267,HAM
8,208.1067172243897,209.79100489158608,OCO
9,214.43887066307298,213.59205718556143,HAM
10,114.27833791970386,113.64753348116183,HAM
11,222.71958758051068,221.4555014992208,HAM
12,115.49075811603831,114.2465064923356,HAM
13,218.36118553515342,208.55494381409866,HAM
14,279.3018054737888,271.0937280609524,HAM
15,225.42868713488252,221.9490109645977,HAM
16,187.34643858561452,182.34368429156967,HAM
17,246.3801738111844,247.80664816695653,OCO
18,205.46849123666667,211.2369570208073,OCO
19,178.57472527201256,159.02188783169655,HAM
20,260.4069565430857,257.52878227438015,HAM
21,286.5358849276112,285.2187421806098,HAM
22,160.2491939273443,179.81975151863637,OCO
23,202.77336997613574,188.61214590838867,HAM
24,271.267127246071,262.0081541053968,HAM
25,,279.26666666666665,OCO
