Minisector,VER,SAI,Fastest
0,277.22684579394996,278.79153640350734,SAI
1,292.96416672,295.4212498133333,SAI
2,249.88298648888892,234.27639957809978,VER
3,119.5401967984451,112.62248621885252,VER
4,134.0563537490006,132.6537937458986,VER
5,248.3384059362319,248.5778038700355,SAI
6,261.40984853333333,250.06201119934656,VER
7,124.42608622086675,124.1411756459063,VER
8,246.37113441766135,249.67359586086957,SAI
9,267.28430735238095,254.77648734519917,VER
10,212.82435894700959,206.331143814966,VER
11,144.29146328455283,144.42163061592146,SAI
12,203.97051517278913,210.18684749940343,SAI
13,262.3786708691401,260.0384830807453,VER
14,123.62404246909423,117.82730393893253,VER
15,187.2858213038253,193.34606274897985,SAI
16,256.4067361901691,257.33090271111115,SAI
17,291.19906481632654,288.3957663603588,VER
18,305.28287040000004,300.7352082666667,VER
19,313.47666007221056,306.1956140912281,VER
20,316.1877314962963,309.8116227368421,VER
21,184.2606384689169,154.8353182094853,VER
22,135.34290001632652,154.40245678597472,SAI
23,207.85463030926846,198.1357292449044,VER
24,231.87162148647815,239.38091522064687,SAI
25,263.83333546666665,,VER
