Minisector,PER,STR,Fastest
0,264.3578407137948,263.08880179753936,PER
1,249.18256434567903,250.08205054358976,STR
2,167.1611354211795,166.75448883291213,PER
3,247.49314199161904,249.31113540347383,STR
4,272.2218410524791,267.54461804444446,PER
5,196.46068105770308,197.01186558838168,STR
6,122.56149049938756,125.18331752700695,STR
7,160.32711253853657,153.90257701220304,PER
8,258.01252978649603,255.92899856112533,PER
9,176.01897047017542,191.9967450845149,STR
10,185.3881872980213,175.1138803762489,PER
11,259.2684995413333,256.10924127685144,PER
12,249.8489401914779,241.10219352382214,PER
13,257.4711305377289,254.65590062017202,PER
14,284.0690520950964,278.89697576356184,PER
15,285.1790388935818,286.5047371581694,STR
16,150.78570367976567,150.46650319968984,PER
17,239.0538678095238,234.69771942184056,PER
18,284.71642824986293,282.0587426289539,PER
19,296.99829541818184,294.6599296069264,PER
20,300.53219684848483,299.02575762424243,PER
21,304.9866539877672,302.43371209696966,PER
22,154.48797544977646,171.37056698832365,STR
23,92.28786225014181,91.70337747675939,PER
24,180.45333113904763,174.7529981944084,PER
25,246.791664,247.12500053333332,STR
