Minisector,VER,SAI,Fastest
0,303.12003966137564,307.5682278558968,SAI
1,235.01940191281815,240.39563565263092,SAI
2,134.04375647943027,136.1992543633797,SAI
3,216.9146592884764,218.7568548590646,SAI
4,262.5338187161828,263.67083424000003,SAI
5,286.4318777989418,290.4165309317013,SAI
6,300.63898906865967,304.28921568627453,SAI
7,273.52916826666666,293.312497362963,SAI
8,177.1596165848332,178.27445909891628,SAI
9,242.38653051423915,239.57689527272726,VER
10,274.73399081704264,273.7446335206562,VER
11,265.50246881035275,267.8929155733333,SAI
12,211.57788027553696,206.52243573333334,VER
13,128.98396101232447,126.61666980721641,VER
14,126.33026788952381,125.70448554998273,VER
15,168.0394560655537,163.45678747142858,VER
16,125.58959671760547,123.40524577513588,VER
17,232.1775355362319,228.54166784927537,VER
18,191.39220068223787,187.82221988266667,VER
19,162.39848352323233,157.92857323405482,VER
20,247.52046249872416,245.347081347483,VER
21,274.07870195048326,274.5354172266667,SAI
22,287.31798214736847,291.64828095999997,SAI
23,296.53564805079367,301.44976865185185,SAI
24,301.357903458201,305.4365741037037,SAI
