Minisector,NOR,STR,Fastest
0,275.6839808463768,274.56225068046894,NOR
1,297.05856418191627,297.1445657859048,STR
2,295.83228912,294.80568935045204,NOR
3,180.04254265957593,176.2508176486816,NOR
4,123.71381549654528,116.61018292718832,NOR
5,239.1981187425496,234.95265242119825,NOR
6,281.4182104178679,280.492086059898,NOR
7,294.43672309732426,295.37001687004164,STR
8,188.36991823392736,188.97292526007845,STR
9,144.08989882123035,147.56374762394205,STR
10,251.84226154909092,247.5113963556322,NOR
11,290.4040596136616,287.22528634962964,NOR
12,304.3977388728716,299.2298204398268,NOR
13,281.8928624162319,280.62898625333617,NOR
14,296.4589686865561,293.0848873430688,NOR
15,298.95057402037264,297.230387885965,NOR
16,252.37223665942233,252.3144685384394,NOR
17,230.247060491436,226.35774843285714,NOR
18,277.34804779035153,275.0555100360289,NOR
19,299.26109939250796,297.11754964228436,NOR
20,299.43748373803123,300.546604312,STR
21,238.7218594370236,241.60616828868785,STR
22,263.16494753862435,259.77803303702365,NOR
23,142.82933903774946,148.11813831242628,STR
24,217.38731456809214,203.12163721741027,NOR
25,255.89441029343018,256.6312512,STR
