Minisector,HAM,PER,Fastest
0,297.0517049212121,287.6875344545302,HAM
1,321.8294579307463,306.3845240888889,HAM
2,316.12229106285713,303.15765254240364,HAM
3,191.10547381464448,186.78506532350232,HAM
4,229.0230543648352,224.50185283890042,HAM
5,217.80580552494845,216.67241375632184,HAM
6,204.53526908254895,197.98150413929085,HAM
7,220.65184345989772,218.29511547586208,HAM
8,258.6018336609524,258.47487938164255,HAM
9,264.33685604489574,264.5849634252588,PER
10,182.29815638715493,182.72907132869503,PER
11,244.1397233446129,243.30888148114286,HAM
12,126.99151955896353,121.41868122532244,HAM
13,232.24578077851038,228.57389889241622,HAM
14,274.8036536571644,274.2904716183599,HAM
15,284.95802269813663,286.07428164103396,PER
16,214.26938991379402,211.3119604479916,HAM
17,194.0275018969407,186.66485475888928,HAM
18,271.7413524009319,268.2484297429952,HAM
19,295.4202001277979,294.7160624574532,HAM
20,307.65875008,307.5332671830688,HAM
21,308.48583326476194,309.1502380952381,PER
22,261.3184014222222,270.7550276779765,PER
23,124.15553860835739,120.56641637456131,HAM
24,248.34246898390788,244.9678821777778,HAM
25,277.7000021333333,274.1958336,HAM
