Minisector,VER,PIA,Fastest
0,293.57127179415204,293.14651088221575,VER
1,305.21476330857143,304.0032352685939,VER
2,306.00955800612047,307.84989511350136,PIA
3,183.8400800705627,187.00758858738283,PIA
4,207.56010171205634,209.77665392380953,PIA
5,204.41704619716714,206.29371939309598,PIA
6,265.4221967390846,262.5060711099254,VER
7,253.37194707587878,260.7488624556513,PIA
8,215.58410068108745,213.79502020201556,VER
9,211.27662504284618,215.41273788534122,PIA
10,137.5280878931813,141.7168581630773,PIA
11,199.8414743325115,205.58314919513958,PIA
12,186.36735389043466,193.20698797839214,PIA
13,253.22360678203523,252.24271645013334,VER
14,181.99060983601188,182.5969062626882,PIA
15,234.2235500627141,229.83277721386162,VER
16,279.37042871497584,280.5009166132825,PIA
17,291.3988465200823,290.3426445438519,VER
18,288.42167149144757,284.8808645488293,VER
19,274.7563621670838,271.40260063197996,VER
20,267.4846153500831,272.2015572557034,PIA
21,265.99344471979737,264.60130762014,VER
22,235.56926485292385,245.58425134099303,PIA
23,205.57027775415318,202.3867742578872,VER
24,269.1423797974773,267.67143640800936,VER
25,,284.29875168,PIA
