Minisector,LEC,GAS,Fastest
0,297.883928431746,299.93812476190476,GAS
1,301.6491227508772,303.02412277894734,GAS
2,301.65796077886347,297.23583386666667,LEC
3,215.41466168888888,216.6844099539097,GAS
4,223.52503048144808,222.11892112315311,LEC
5,119.40640751719013,118.17569491927527,LEC
6,223.96399880533332,226.71482001785932,GAS
7,264.4439390545454,268.9226184126984,GAS
8,233.41992850856784,215.69559979144591,LEC
9,122.02999788432146,126.86685072253968,GAS
10,238.76775262608697,244.85954975176136,GAS
11,247.15766737066667,243.87517481904763,LEC
12,133.60360335450565,129.56688147032776,LEC
13,218.73951659775258,223.09427592533336,GAS
14,264.2360503652174,268.6508901864393,GAS
15,216.043311265295,209.37470464761904,LEC
16,167.45465565490196,171.88519175624978,GAS
17,244.8266821877005,244.37222257777776,LEC
18,127.73645326376811,120.95783529382189,LEC
19,149.66963580589496,148.03192661718376,LEC
20,203.7541438802721,208.41468107936507,GAS
21,255.87435354985294,260.1084259245441,GAS
22,272.61456828952385,276.0170452848485,GAS
23,281.8763887238095,284.3743419508772,GAS
24,290.5048806857143,293.2996440896536,GAS
25,295.33333333333337,,LEC
