Minisector,BOT,PER,Fastest
0,256.481769,249.08804757505538,BOT
1,296.40175939229124,286.4496881777778,BOT
2,171.2435415292517,173.63032283697478,PER
3,163.7084350626114,161.2510479869633,BOT
4,258.6760820107418,257.3222449487528,BOT
5,273.78484970596315,273.5208501423844,BOT
6,237.6211324888889,229.21671256263738,BOT
7,207.9268261595041,201.28964585951996,BOT
8,159.50970758714712,155.97687071380153,BOT
9,217.03105591794872,217.86495686704353,PER
10,273.49385971618165,272.8128571733333,BOT
11,128.158428178751,132.2460776546584,PER
12,217.76254759033176,212.50577016246893,BOT
13,278.55001499829916,276.35963717369617,BOT
14,301.21747205445655,297.89729193904765,BOT
15,310.7990738962963,308.279125961383,BOT
16,242.14310117244514,238.12857813413262,BOT
17,128.2381209109731,129.4582894011138,PER
18,129.70193928965548,128.8921351723294,BOT
19,117.45668926700671,117.84891982073069,PER
20,229.716722176,221.19321054814813,BOT
21,254.95727704962718,250.35008364100145,BOT
22,235.99316714666668,225.57036882962964,BOT
23,215.51879059878047,205.94955571184065,BOT
24,137.73660529664656,134.90690346343104,BOT
