Minisector,HAM,STR,Fastest
0,295.4402456915716,292.6477026105862,HAM
1,306.2372739349611,302.425037593985,HAM
2,282.60126664840357,302.4420765257143,STR
3,105.97158646210549,104.88023948651475,HAM
4,216.86536651097643,221.24768573769697,STR
5,270.93146402194986,279.4261405369706,STR
6,213.33237522051283,219.77324524472664,STR
7,157.50412916915138,152.62373856139698,HAM
8,201.79136712404647,203.07200825818748,STR
9,214.27950964578594,218.15296196062354,STR
10,109.96982178162355,114.3884243022746,STR
11,225.8964955018333,224.54592699278203,HAM
12,113.73958188062625,120.71041031276893,STR
13,217.9700044310204,209.67270993329308,HAM
14,272.152870787626,266.897309586505,HAM
15,213.8835027945743,215.1054735750735,STR
16,191.41420739462288,187.70760402777483,HAM
17,250.65819921380262,239.18662267474747,HAM
18,197.33751417466868,198.7842797147108,STR
19,176.65093169567345,180.71573101401606,STR
20,264.11061043169525,259.50093278862664,HAM
21,292.9148276385185,286.16844099736966,HAM
22,169.4603828304267,177.3165157790844,STR
23,207.4783369451122,202.596375638735,HAM
24,273.6230231484249,267.4069225372095,HAM
25,287.60499968,282.2964288,HAM
