Minisector,VER,OCO,Fastest
0,291.0999117810278,287.88482699298896,VER
1,300.9358928533333,298.8504388491228,VER
2,305.2087718736842,302.7942984421053,VER
3,307.33450781860483,299.9652062933333,VER
4,189.34345356039913,167.60123895727892,VER
5,224.9692073142857,201.86871107359397,VER
6,253.47087792338354,226.59823794871792,VER
7,272.65062333242633,261.18819492202334,VER
8,268.06008160360386,245.412662784,VER
9,177.2413692414566,158.33963186343252,VER
10,239.77348738337233,222.0132721777778,VER
11,143.64731474657376,129.85171172357846,VER
12,232.44103934688073,230.19209106197593,VER
13,202.10716335238095,179.84035803750555,VER
14,227.4622713903916,219.41245327869,VER
15,259.0855071536232,236.36320017670593,VER
16,270.9980438784581,259.2066298181818,VER
17,286.71239104961137,281.2475381333333,VER
18,170.87389597605443,151.94626857543858,VER
19,176.1535261188551,169.14261024879335,VER
20,151.11058453004568,143.38060372812578,VER
21,178.31489907070707,161.54254975341055,VER
22,120.49017599724503,113.59776894689126,VER
23,224.9999714016117,223.60857853907055,VER
24,272.12803221768706,267.79596916587474,VER
25,284.6749994666667,,VER
