Minisector,LEC,ALO,Fastest
0,256.4038407922548,253.5076335395918,LEC
1,129.92336391669207,123.31957505318486,LEC
2,259.1475721760661,258.8168258783668,LEC
3,301.6924892672736,303.7919417644002,ALO
4,302.7506746311111,302.40313490234917,LEC
5,309.29423416681135,307.44791659259255,LEC
6,313.65307274317576,310.1041682856736,LEC
7,310.957696243855,308.89108146569566,LEC
8,193.74711124511578,185.84617186997752,LEC
9,187.5359616535285,188.76778406120823,ALO
10,185.7631963932091,170.56085366021165,LEC
11,169.94275521624763,173.47643237252908,ALO
12,248.78469898336047,256.89102710333333,ALO
13,272.3471591947455,272.93214091839724,ALO
14,275.3500097043224,277.774893854496,ALO
15,272.30113391873846,265.56014407898414,LEC
16,178.17768892348306,180.73984070187888,ALO
17,187.64889362178317,182.72302384856405,LEC
18,234.48299659346947,235.10304312981478,ALO
19,285.3249040409504,286.1637605600091,ALO
20,308.7435254289657,307.52298270650857,LEC
21,315.98691191527615,314.61271683730416,LEC
22,313.2270112253893,313.06584073619047,LEC
23,252.33317143799772,234.31257036654162,LEC
24,110.47344639417624,105.41290704983716,LEC
