Minisector,VER,OCO,Fastest
0,271.154147203208,271.9698804194486,OCO
1,298.95513742678,299.33331955635157,OCO
2,312.141690354215,312.23575794832954,OCO
3,318.3925923555555,318.6516607552448,OCO
4,323.50305055873014,321.5081844952381,VER
5,324.61701600344094,323.5110116525821,VER
6,208.27594931474286,194.81319607619048,VER
7,108.27507600441879,104.2830805790408,VER
8,187.47241204237207,194.1735342431117,OCO
9,261.23215409938337,267.96176959568055,OCO
10,289.5606693742857,293.68386262906614,OCO
11,171.557917612693,151.48016626994803,VER
12,96.09234212037258,94.33498031324223,VER
13,115.49217136607633,112.52572718207448,VER
14,216.47388996740742,213.55485172521583,VER
15,191.91513147006594,189.41066221663493,VER
16,226.0677137423378,224.29012585985524,VER
17,182.40749459702522,180.79818747597884,VER
18,236.536113819714,245.36677304813634,OCO
19,276.32640674904064,283.03519851757574,OCO
20,252.32349063917835,241.6058861246414,VER
21,148.22691888010883,141.75092400817314,VER
22,93.64520823801789,95.64572199098124,OCO
23,126.7585236585843,123.33484416860887,VER
24,225.79081291660458,226.8069205642956,OCO
