Minisector,HAM,VER,Fastest
0,270.0809546353038,259.9925980052481,HAM
1,131.03203516716022,134.75549646380196,VER
2,269.0602663238095,264.36411456809213,HAM
3,315.822451155923,306.3925345587302,HAM
4,315.87569453968257,303.8758887964444,HAM
5,327.7045467195022,312.03592575303577,HAM
6,332.8634385312803,318.06739130434784,HAM
7,331.60549246060606,318.2992452967903,HAM
8,194.86635674666667,202.4513566701145,VER
9,199.4864913176824,205.5089937788043,VER
10,184.1312258788367,188.35888346022233,VER
11,164.32417767169267,167.0111921185118,VER
12,256.1739233376344,256.7351997057471,VER
13,282.9785016469542,280.46733735430996,HAM
14,281.4232708645807,282.96570465641025,VER
15,275.17099728868465,280.7514835223635,VER
16,189.47219182026862,185.86590881329838,HAM
17,195.82567469075897,194.6814590552381,HAM
18,243.1956937146861,242.7602381398255,HAM
19,292.4099228092728,288.95401173333335,HAM
20,314.01719165528215,311.42518089275364,HAM
21,321.6503106385093,319.1300594793651,HAM
22,320.96053303944495,318.7174106095238,HAM
23,259.1180169142857,266.8668256362147,VER
24,115.60659998791603,114.67082515370517,HAM
25,231.7,226.72413758512602,HAM
