Minisector,VER,HAM,Fastest
0,252.26308827875556,250.69756484034633,VER
1,215.57867562410786,216.3733158487848,HAM
2,211.740825971447,199.8927415101876,VER
3,259.5883828383216,255.93495651091416,VER
4,274.82538224438673,269.2279541361039,VER
5,288.16955300442544,288.6827915426128,HAM
6,165.09836875851852,180.10876322233167,HAM
7,167.30768815349,170.86179626431903,HAM
8,265.0246310575469,262.84300344565656,VER
9,291.3144072692917,292.3879945446236,HAM
10,302.0975440795767,304.1863886807843,HAM
11,300.97999561500814,305.9373571373529,HAM
12,115.75609935368928,120.26694489898826,HAM
13,189.33471498828283,187.79253337663593,VER
14,269.72361757056274,268.6952131673068,VER
15,290.1500854128104,295.1953116352347,HAM
16,296.0570668960401,303.44819093066,HAM
17,187.8679464246349,190.04752550523926,HAM
18,218.10924360691357,216.80068409005705,VER
19,266.68083733491346,268.1442441103238,HAM
20,153.68912325917609,149.27736545966977,VER
21,148.7173577175713,141.84679352344153,VER
22,219.7426151256733,220.00140154719006,HAM
23,237.58366071122154,241.8518562339921,HAM
24,162.99287449821276,152.753303339701,VER
25,226.3249984,,VER
