Minisector,NOR,GAS,Fastest
0,269.5695435110586,268.42409205813465,NOR
1,244.6706820853359,249.1041565732531,GAS
2,110.65441320491455,108.59874045616219,NOR
3,175.65237723214287,176.4131361035211,GAS
4,178.53560793814816,164.7887121170015,NOR
5,208.54007777777778,204.72879474508346,NOR
6,265.76987485551535,265.5573084886128,NOR
7,283.0031216931217,284.96119046095237,GAS
8,179.70925290338474,180.89689353778343,GAS
9,132.43808583545118,128.32122073973255,NOR
10,125.96333100325968,127.90382048439889,GAS
11,175.87980736402596,180.15192585125928,GAS
12,224.90245734223515,221.81119918891352,NOR
13,126.24142657531323,128.00374658653107,GAS
14,139.74480794644606,153.7503995111111,GAS
15,125.50440960392841,107.142601017563,NOR
16,247.50687138637545,248.27412910005174,GAS
17,140.57056822695873,149.88040484069688,GAS
18,194.0694019375796,182.49236809044538,NOR
19,122.1083377125035,127.8135860340367,GAS
20,127.93715552704184,130.231241939317,GAS
21,118.39980654695718,113.04836482227637,NOR
22,137.59142682479487,130.22818435184485,NOR
23,206.3254023504193,211.5839058737081,GAS
24,231.18044001944014,218.18907791744107,NOR
25,,254.36180892886546,GAS
