Minisector,HAM,ALB,Fastest
0,323.5774270720802,317.3047548816126,HAM
1,337.4033499190476,326.74656249,HAM
2,346.18394894351815,323.9220110771581,HAM
3,185.81796508970035,183.82618907283833,HAM
4,122.01036325528058,123.55029852650529,ALB
5,263.99541381643905,265.9105188767273,ALB
6,299.09925967593784,296.36848608987015,HAM
7,313.1726033646685,314.3695370745679,ALB
8,265.9697050743259,256.9460327122689,HAM
9,142.05223222859567,141.62321595019299,HAM
10,214.0543052268967,199.64736044519142,HAM
11,206.5121314130504,210.75635951866025,ALB
12,192.27131324639507,187.4094734043369,HAM
13,265.0172953216596,266.8845523160494,ALB
14,299.71495236558223,301.58290825094707,ALB
15,311.5479697696066,312.6912321721905,ALB
16,251.06132847081085,249.61196710828565,HAM
17,208.35442397141586,206.86526111501735,HAM
18,271.57702823737714,271.3881957950296,HAM
19,304.5925692088889,305.25758770982964,ALB
20,318.7438829361953,320.5571428571428,ALB
21,298.92047225620337,278.92543000530543,HAM
22,199.75765657489296,198.7240784682422,HAM
23,257.7974498173545,264.37201476438673,ALB
24,297.0257742531987,301.46441663999997,ALB
25,308.3277774222222,,HAM
