Minisector,HAM,VER,Fastest
0,305.1188408115942,286.5438667929051,HAM
1,319.56746016507935,296.0463769043478,HAM
2,304.4002809039189,285.9299633073819,HAM
3,113.35186919139737,119.28146519910611,VER
4,218.6215279243774,221.0231201032258,VER
5,274.1647534064195,273.5369121461883,HAM
6,219.92187606666667,228.02110755555557,VER
7,160.7866572244166,163.59952181922034,VER
8,211.63651834129914,217.2137472589862,VER
9,223.98624208193226,221.21885651247146,HAM
10,120.75238610948955,124.11904575554716,VER
11,225.6605025656518,224.5583403992173,HAM
12,123.81291164832548,126.30232570709161,VER
13,223.04747678058638,225.18311708444443,VER
14,277.1483331413333,277.6345719832381,VER
15,217.63198367139853,231.0734847074996,VER
16,192.22276218476955,194.01904883809524,VER
17,253.581412429992,246.27624994693414,HAM
18,213.52285061505376,206.53477878734066,HAM
19,175.99780282375735,184.73750174814816,VER
20,264.0318779003315,263.8660497414319,HAM
21,281.09239132753623,285.28964881822424,VER
22,178.22276719032584,178.17707859336443,HAM
23,213.00739173947773,218.90206529015873,VER
24,269.2376020403038,269.3744049622049,VER
25,282.55,,HAM
