Minisector,HAM,SAI,Fastest
0,260.9012340363235,260.0499539909452,HAM
1,216.98621655341526,198.1130091696778,HAM
2,230.5180554451839,225.27210098984767,HAM
3,266.51239661504707,265.0455343001728,HAM
4,277.5243121978721,279.76855399750025,SAI
5,222.8044425665816,208.53966381378476,HAM
6,98.83723614388829,96.42133537789331,HAM
7,194.22248771330516,197.89852144580115,SAI
8,271.2752397593599,283.58607282734806,SAI
9,291.52447504125183,315.61129241951386,SAI
10,298.3237272727058,328.5763977698772,SAI
11,300.4220914865409,312.1238447679049,SAI
12,116.77716310427466,109.98027593489068,HAM
13,217.77767878287693,227.1658311122588,SAI
14,276.9631682120168,282.3564578479769,SAI
15,294.3930464823482,298.1588557575109,SAI
16,233.06964605493397,205.9959143981383,HAM
17,129.93803790515793,124.28390924383189,HAM
18,156.9843343022929,158.68502864364117,SAI
19,255.63822149182445,255.72558507629034,SAI
20,169.48693139902568,151.62698906611288,HAM
21,132.62741496181397,126.88987771236386,HAM
22,208.9238695168486,208.07721636442042,HAM
23,215.65532909341914,194.80485132479532,HAM
24,170.15448270202606,165.57170816169727,HAM
