Minisector,NOR,ALO,Fastest
0,290.3508853439891,288.10133203706437,NOR
1,293.98530756491226,297.68562787875976,ALO
2,161.00748405814335,161.80800101966133,ALO
3,221.66144579079025,217.45543348213405,NOR
4,270.5184090032307,267.9007913439821,NOR
5,287.2739036310777,288.73223161200855,ALO
6,286.01638472982455,295.7694762423072,ALO
7,181.13004425851483,176.49387201778728,NOR
8,122.45308413708716,118.89231872439464,NOR
9,246.9465772315315,243.91492911222417,NOR
10,280.34224373998495,279.44748024473256,NOR
11,285.1342593185185,292.1644737684211,ALO
12,150.95077047041738,148.42244033490945,NOR
13,188.2830128056923,180.36649006519798,NOR
14,254.26704814712755,251.85946957575754,NOR
15,195.40233570679882,202.01934686181448,ALO
16,215.1202930348836,203.30910014466266,NOR
17,213.31676643809524,206.54340326201762,NOR
18,244.2339889910008,234.02088299814758,NOR
19,276.71111202215843,271.4898807365079,NOR
20,290.2244708740741,289.87248076095,NOR
21,265.994029911133,260.69629793656134,NOR
22,227.3190850297104,223.29355250042673,NOR
23,202.79321683488993,199.5611650338681,NOR
24,262.0431807259546,258.5772727134199,NOR
25,279.66250026666665,,NOR
