Minisector,VER,RUS,Fastest
0,290.32400995822576,293.25854158933333,RUS
1,300.6795483068939,305.2180201231614,RUS
2,298.9438034697143,309.18402880802006,RUS
3,197.10203302860637,186.92295432344125,VER
4,211.05558206922825,210.27849195936508,VER
5,201.76679668693552,206.59298290796255,RUS
6,263.72505476761904,264.9310512971705,RUS
7,258.66576485256974,263.29207198335087,RUS
8,218.35274945734264,216.07893085714286,VER
9,217.51697554324724,211.10910293750604,VER
10,141.09326521117524,137.47047175059296,VER
11,205.55908369058068,204.21833355419815,VER
12,187.23679246355087,185.421186590823,VER
13,249.1734054129778,254.81558725587303,RUS
14,189.13839972845244,180.63793950517373,VER
15,234.3719366352735,234.00316771555558,VER
16,279.10185453779053,281.21952689975075,RUS
17,285.7369645836498,292.1419586213152,RUS
18,280.74216689890466,284.89121173399224,RUS
19,270.99377408304764,267.233514777971,VER
20,267.43021530906395,266.66046759326224,VER
21,263.9432692773528,260.24735051993076,VER
22,235.12628806104888,249.91032955897842,RUS
23,208.36152135547428,208.7605987525199,RUS
24,269.156989249636,269.53942850812007,RUS
25,,285.4625,RUS
