Minisector,VER,PER,Fastest
0,286.9958332121212,288.6397721974026,PER
1,306.61135237238994,308.49145808,PER
2,305.00749984,303.5595254233186,VER
3,185.89131353490183,180.10855524571429,VER
4,220.6122469518622,220.67785437037037,PER
5,207.86724097471264,201.61621990861013,VER
6,193.40946958267247,187.09793433725488,VER
7,213.9219069020408,211.52746526183557,VER
8,258.99289366863593,258.7128548801181,VER
9,266.50790690585836,256.3942237350142,VER
10,179.11110479051817,168.09948487230105,VER
11,240.8908154962266,240.82104676923078,VER
12,116.99929565528255,118.0465525480818,PER
13,231.25773924797178,232.89495952464117,PER
14,277.8720246948836,279.5295450181818,PER
15,284.56639561558444,285.5921473329436,PER
16,205.652049000183,196.6524359378693,VER
17,184.1137871182665,188.2344730207164,PER
18,269.96556849392994,272.5104804637681,PER
19,295.9234129995465,299.16825361269844,PER
20,308.4617104627515,311.51517590946474,PER
21,309.20124976,310.7468720909443,PER
22,269.8086032945746,250.3660465276389,VER
23,121.31068436613765,120.10344665369259,VER
24,244.05487955493737,246.49166557866664,PER
25,275.0750016,,VER
