Minisector,LEC,VER,Fastest
0,271.92916345907054,266.4518452005442,LEC
1,286.3072355629868,284.84101377244446,LEC
2,288.4145427660131,287.87432963428574,LEC
3,129.3123342064934,131.03556462222224,VER
4,195.57962730188032,193.57474427841413,LEC
5,256.763449813404,255.37992266020203,LEC
6,143.54035364785167,146.17187205191658,VER
7,206.16429723339937,203.85159640016565,LEC
8,259.0864491294118,256.77701923251334,LEC
9,275.41224195003065,278.60327398453785,VER
10,239.64388426095238,245.54391228051946,VER
11,185.03561584670075,187.16042628088152,VER
12,191.1719229587547,201.74121535227053,VER
13,146.03895202362145,146.74080468089332,VER
14,178.14399308426303,175.50852060154125,LEC
15,159.24100279794038,165.7512711019505,VER
16,216.11896715916356,219.46153681087364,VER
17,243.41429753866848,243.10571770088185,LEC
18,248.62907375085715,243.56243765707873,LEC
19,244.63846103951514,246.93903105306123,VER
20,148.29511254093143,147.34271942849207,LEC
21,128.12817451291858,139.80756838425734,VER
22,163.99062531011913,167.55297523450466,VER
23,154.37544650803324,158.32081171333274,VER
24,228.61514517520936,227.53464567006057,LEC
25,257.42727272727274,254.46500096,LEC
